11,12,13,21,31,32,34,41,42,43,44,51,52,53,54,55,56,61,62,63,64,71,72,81,82,83,84,91,92,93,94,95,96,97,98
111,121,131,211,311,321,341,411,421,431,441,511,521,531,541,551,561,611,621,631,641,711,721,811,821,831,841,911,921,931,941,951,961,971,981
0112,0122,0132,0212,0312,0322,0342,0412,0422,0432,0442,0512,0522,0532,0542,0552,0562,0612,0622,0632,0642,0712,0722,0812,0822,0832,0842,0912,0922,0932,0942,0952,0962,0972,0982
1110,1120,1130,1210,1310,1320,1340,1410,1420,1430,1440,1510,1520,1530,1540,1550,1560,1610,1620,1630,1640,1710,1720,1810,1820,1830,1840,1910,1920,1930,1940,1950,1960,1970,1980
1111,1121,1131,1211,1311,1321,1341,1411,1421,1431,1441,1511,1521,1531,1541,1551,1561,1611,1621,1631,1641,1711,1721,1811,1821,1831,1841,1911,1921,1931,1941,1951,1961,1971,1981
1112,1122,1132,1212,1312,1322,1342,1412,1422,1432,1442,1512,1522,1532,1542,1552,1562,1612,1622,1632,1642,1712,1722,1812,1822,1832,1842,1912,1922,1932,1942,1952,1962,1972,1982
1113,1123,1133,1213,1313,1323,1343,1413,1423,1433,1443,1513,1523,1533,1543,1553,1563,1613,1623,1633,1643,1713,1723,1813,1823,1833,1843,1913,1923,1933,1943,1953,1963,1973,1983
1114,1124,1134,1214,1314,1324,1344,1414,1424,1434,1444,1514,1524,1534,1544,1554,1564,1614,1624,1634,1644,1714,1724,1814,1824,1834,1844,1914,1924,1934,1944,1954,1964,1974,1984
1115,1125,1135,1215,1315,1325,1345,1415,1425,1435,1445,1515,1525,1535,1545,1555,1565,1615,1625,1635,1645,1715,1725,1815,1825,1835,1845,1915,1925,1935,1945,1955,1965,1975,1985
1116,1126,1136,1216,1316,1326,1346,1416,1426,1436,1446,1516,1526,1536,1546,1556,1566,1616,1626,1636,1646,1716,1726,1816,1826,1836,1846,1916,1926,1936,1946,1956,1966,1976,1986
2110,2120,2130,2210,2310,2320,2340,2410,2420,2430,2440,2510,2520,2530,2540,2550,2560,2610,2620,2630,2640,2710,2720,2810,2820,2830,2840,2910,2920,2930,2940,2950,2960,2970,2980
2111,2121,2131,2211,2311,2321,2341,2411,2421,2431,2441,2511,2521,2531,2541,2551,2561,2611,2621,2631,2641,2711,2721,2811,2821,2831,2841,2911,2921,2931,2941,2951,2961,2971,2981
2112,2122,2132,2212,2312,2322,2342,2412,2422,2432,2442,2512,2522,2532,2542,2552,2562,2612,2622,2632,2642,2712,2722,2812,2822,2832,2842,2912,2922,2932,2942,2952,2962,2972,2982
2113,2123,2133,2213,2313,2323,2343,2413,2423,2433,2443,2513,2523,2533,2543,2553,2563,2613,2623,2633,2643,2713,2723,2813,2823,2833,2843,2913,2923,2933,2943,2953,2963,2973,2983
2114,2124,2134,2214,2314,2324,2344,2414,2424,2434,2444,2514,2524,2534,2544,2554,2564,2614,2624,2634,2644,2714,2724,2814,2824,2834,2844,2914,2924,2934,2944,2954,2964,2974,2984
2115,2125,2135,2215,2315,2325,2345,2415,2425,2435,2445,2515,2525,2535,2545,2555,2565,2615,2625,2635,2645,2715,2725,2815,2825,2835,2845,2915,2925,2935,2945,2955,2965,2975,2985
2116,2126,2136,2216,2316,2326,2346,2416,2426,2436,2446,2516,2526,2536,2546,2556,2566,2616,2626,2636,2646,2716,2726,2816,2826,2836,2846,2916,2926,2936,2946,2956,2966,2976,2986
3110,3120,3130,3210,3310,3320,3340,3410,3420,3430,3440,3510,3520,3530,3540,3550,3560,3610,3620,3630,3640,3710,3720,3810,3820,3830,3840,3910,3920,3930,3940,3950,3960,3970,3980
3111,3121,3131,3211,3311,3321,3341,3411,3421,3431,3441,3511,3521,3531,3541,3551,3561,3611,3621,3631,3641,3711,3721,3811,3821,3831,3841,3911,3921,3931,3941,3951,3961,3971,3981
3112,3122,3132,3212,3312,3322,3342,3412,3422,3432,3442,3512,3522,3532,3542,3552,3562,3612,3622,3632,3642,3712,3722,3812,3822,3832,3842,3912,3922,3932,3942,3952,3962,3972,3982
3113,3123,3133,3213,3313,3323,3343,3413,3423,3433,3443,3513,3523,3533,3543,3553,3563,3613,3623,3633,3643,3713,3723,3813,3823,3833,3843,3913,3923,3933,3943,3953,3963,3973,3983
3114,3124,3134,3214,3314,3324,3344,3414,3424,3434,3444,3514,3524,3534,3544,3554,3564,3614,3624,3634,3644,3714,3724,3814,3824,3834,3844,3914,3924,3934,3944,3954,3964,3974,3984
3115,3125,3135,3215,3315,3325,3345,3415,3425,3435,3445,3515,3525,3535,3545,3555,3565,3615,3625,3635,3645,3715,3725,3815,3825,3835,3845,3915,3925,3935,3945,3955,3965,3975,3985
3116,3126,3136,3216,3316,3326,3346,3416,3426,3436,3446,3516,3526,3536,3546,3556,3566,3616,3626,3636,3646,3716,3726,3816,3826,3836,3846,3916,3926,3936,3946,3956,3966,3976,3986
4110,4120,4130,4210,4310,4320,4340,4410,4420,4430,4440,4510,4520,4530,4540,4550,4560,4610,4620,4630,4640,4710,4720,4810,4820,4830,4840,4910,4920,4930,4940,4950,4960,4970,4980
4111,4121,4131,4211,4311,4321,4341,4411,4421,4431,4441,4511,4521,4531,4541,4551,4561,4611,4621,4631,4641,4711,4721,4811,4821,4831,4841,4911,4921,4931,4941,4951,4961,4971,4981
4112,4122,4132,4212,4312,4322,4342,4412,4422,4432,4442,4512,4522,4532,4542,4552,4562,4612,4622,4632,4642,4712,4722,4812,4822,4832,4842,4912,4922,4932,4942,4952,4962,4972,4982
4113,4123,4133,4213,4313,4323,4343,4413,4423,4433,4443,4513,4523,4533,4543,4553,4563,4613,4623,4633,4643,4713,4723,4813,4823,4833,4843,4913,4923,4933,4943,4953,4963,4973,4983
4114,4124,4134,4214,4314,4324,4344,4414,4424,4434,4444,4514,4524,4534,4544,4554,4564,4614,4624,4634,4644,4714,4724,4814,4824,4834,4844,4914,4924,4934,4944,4954,4964,4974,4984
4115,4125,4135,4215,4315,4325,4345,4415,4425,4435,4445,4515,4525,4535,4545,4555,4565,4615,4625,4635,4645,4715,4725,4815,4825,4835,4845,4915,4925,4935,4945,4955,4965,4975,4985
4116,4126,4136,4216,4316,4326,4346,4416,4426,4436,4446,4516,4526,4536,4546,4556,4566,4616,4626,4636,4646,4716,4726,4816,4826,4836,4846,4916,4926,4936,4946,4956,4966,4976,4986
5110,5120,5130,5210,5310,5320,5340,5410,5420,5430,5440,5510,5520,5530,5540,5550,5560,5610,5620,5630,5640,5710,5720,5810,5820,5830,5840,5910,5920,5930,5940,5950,5960,5970,5980
5111,5121,5131,5211,5311,5321,5341,5411,5421,5431,5441,5511,5521,5531,5541,5551,5561,5611,5621,5631,5641,5711,5721,5811,5821,5831,5841,5911,5921,5931,5941,5951,5961,5971,5981
5112,5122,5132,5212,5312,5322,5342,5412,5422,5432,5442,5512,5522,5532,5542,5552,5562,5612,5622,5632,5642,5712,5722,5812,5822,5832,5842,5912,5922,5932,5942,5952,5962,5972,5982
5113,5123,5133,5213,5313,5323,5343,5413,5423,5433,5443,5513,5523,5533,5543,5553,5563,5613,5623,5633,5643,5713,5723,5813,5823,5833,5843,5913,5923,5933,5943,5953,5963,5973,5983
5114,5124,5134,5214,5314,5324,5344,5414,5424,5434,5444,5514,5524,5534,5544,5554,5564,5614,5624,5634,5644,5714,5724,5814,5824,5834,5844,5914,5924,5934,5944,5954,5964,5974,5984
5115,5125,5135,5215,5315,5325,5345,5415,5425,5435,5445,5515,5525,5535,5545,5555,5565,5615,5625,5635,5645,5715,5725,5815,5825,5835,5845,5915,5925,5935,5945,5955,5965,5975,5985
5116,5126,5136,5216,5316,5326,5346,5416,5426,5436,5446,5516,5526,5536,5546,5556,5566,5616,5626,5636,5646,5716,5726,5816,5826,5836,5846,5916,5926,5936,5946,5956,5966,5976,5986
6110,6120,6130,6210,6310,6320,6340,6410,6420,6430,6440,6510,6520,6530,6540,6550,6560,6610,6620,6630,6640,6710,6720,6810,6820,6830,6840,6910,6920,6930,6940,6950,6960,6970,6980
6111,6121,6131,6211,6311,6321,6341,6411,6421,6431,6441,6511,6521,6531,6541,6551,6561,6611,6621,6631,6641,6711,6721,6811,6821,6831,6841,6911,6921,6931,6941,6951,6961,6971,6981
6112,6122,6132,6212,6312,6322,6342,6412,6422,6432,6442,6512,6522,6532,6542,6552,6562,6612,6622,6632,6642,6712,6722,6812,6822,6832,6842,6912,6922,6932,6942,6952,6962,6972,6982
6113,6123,6133,6213,6313,6323,6343,6413,6423,6433,6443,6513,6523,6533,6543,6553,6563,6613,6623,6633,6643,6713,6723,6813,6823,6833,6843,6913,6923,6933,6943,6953,6963,6973,6983
6114,6124,6134,6214,6314,6324,6344,6414,6424,6434,6444,6514,6524,6534,6544,6554,6564,6614,6624,6634,6644,6714,6724,6814,6824,6834,6844,6914,6924,6934,6944,6954,6964,6974,6984
6115,6125,6135,6215,6315,6325,6345,6415,6425,6435,6445,6515,6525,6535,6545,6555,6565,6615,6625,6635,6645,6715,6725,6815,6825,6835,6845,6915,6925,6935,6945,6955,6965,6975,6985
6116,6126,6136,6216,6316,6326,6346,6416,6426,6436,6446,6516,6526,6536,6546,6556,6566,6616,6626,6636,6646,6716,6726,6816,6826,6836,6846,6916,6926,6936,6946,6956,6966,6976,6986
7110,7120,7130,7210,7310,7320,7340,7410,7420,7430,7440,7510,7520,7530,7540,7550,7560,7610,7620,7630,7640,7710,7720,7810,7820,7830,7840,7910,7920,7930,7940,7950,7960,7970,7980
7111,7121,7131,7211,7311,7321,7341,7411,7421,7431,7441,7511,7521,7531,7541,7551,7561,7611,7621,7631,7641,7711,7721,7811,7821,7831,7841,7911,7921,7931,7941,7951,7961,7971,7981
7112,7122,7132,7212,7312,7322,7342,7412,7422,7432,7442,7512,7522,7532,7542,7552,7562,7612,7622,7632,7642,7712,7722,7812,7822,7832,7842,7912,7922,7932,7942,7952,7962,7972,7982
